Book Name,Author,Author_Rating,Book_average_rating,genre,sale price,combined
Aesopica,"Aesop, Laura Harris, Laura Gibbs",Excellent,4.05,genre fiction,4.99,"Aesopica Aesop, Laura Harris, Laura Gibbs genre fiction"
Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Excellent,4.18,genre fiction,5.26,Blood Meridian: Or the Evening Redness in the West Cormac McCarthy genre fiction
Finale,Becca Fitzpatrick,Excellent,4.22,genre fiction,10.99,Finale Becca Fitzpatrick genre fiction
Skeleton Crew,Stephen King,Intermediate,3.93,genre fiction,6.94,Skeleton Crew Stephen King genre fiction
Lullaby,Chuck Palahniuk,Intermediate,3.73,genre fiction,7.99,Lullaby Chuck Palahniuk genre fiction
Two States,Chetan Bhagat,Intermediate,3.42,genre fiction,6.15,Two States Chetan Bhagat genre fiction
ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",Excellent,4.1,nonfiction,9.01,"ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1 Matsuri Hino, Tomo Kimura nonfiction"
Summer Knight,Jim Butcher,Excellent,4.3,genre fiction,3.99,Summer Knight Jim Butcher genre fiction
Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",Excellent,4.1,genre fiction,0.99,"Dragonflight Anne McCaffrey, Teodor PanasiÅ„ski genre fiction"
"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",Intermediate,3.81,genre fiction,3.99,"The History of the Hobbit, Part One: Mr. Baggins John D. Rateliff, J.R.R. Tolkien genre fiction"
Ugly Love,Colleen Hoover,Excellent,4.3,genre fiction,5.99,Ugly Love Colleen Hoover genre fiction
Chocolat,Joanne Harris,Intermediate,3.95,nonfiction,6.52,Chocolat Joanne Harris nonfiction
The Amityville Horror,Jay Anson,Intermediate,3.82,genre fiction,8.89,The Amityville Horror Jay Anson genre fiction
The English Patient,Michael Ondaatje,Intermediate,3.88,genre fiction,4.99,The English Patient Michael Ondaatje genre fiction
Gabriel's Rapture,Sylvain Reynard,Excellent,4.22,genre fiction,3.99,Gabriel's Rapture Sylvain Reynard genre fiction
Dubliners,"James Joyce, Jeri Johnson",Intermediate,3.85,fiction,2.99,"Dubliners James Joyce, Jeri Johnson fiction"
Let the Great World Spin,Colum McCann,Intermediate,3.93,genre fiction,2.99,Let the Great World Spin Colum McCann genre fiction
The Eternity Code,Eoin Colfer,Excellent,4.04,fiction,2.99,The Eternity Code Eoin Colfer fiction
Tell No One,Harlan Coben,Excellent,4.11,genre fiction,2.99,Tell No One Harlan Coben genre fiction
The Tommyknockers,Stephen King,Famous,3.48,genre fiction,5.99,The Tommyknockers Stephen King genre fiction
Hex Hall,Rachel Hawkins,Intermediate,3.96,fiction,3.99,Hex Hall Rachel Hawkins fiction
Steal Like an Artist,Austin Kleon,Intermediate,3.86,genre fiction,0.99,Steal Like an Artist Austin Kleon genre fiction
Cryptonomicon,Neal Stephenson,Excellent,4.25,children,2.48,Cryptonomicon Neal Stephenson children
Beautiful Bastard,Christina Lauren,Excellent,4.05,genre fiction,2.99,Beautiful Bastard Christina Lauren genre fiction
Prodigal Summer,Barbara Kingsolver,Intermediate,3.98,genre fiction,1.99,Prodigal Summer Barbara Kingsolver genre fiction
We Were the Mulvaneys,Joyce Carol Oates,Intermediate,3.7,genre fiction,10.65,We Were the Mulvaneys Joyce Carol Oates genre fiction
Understanding Comics: The Invisible Art,Scott McCloud,Intermediate,3.98,nonfiction,0.99,Understanding Comics: The Invisible Art Scott McCloud nonfiction
Beautiful Darkness,"Kami Garcia, Margaret Stohl",Intermediate,3.84,nonfiction,1.99,"Beautiful Darkness Kami Garcia, Margaret Stohl nonfiction"
The Psychopath Test,Jon Ronson,Intermediate,3.91,genre fiction,3.79,The Psychopath Test Jon Ronson genre fiction
Vanishing Acts,Jodi Picoult,Intermediate,3.68,genre fiction,1.99,Vanishing Acts Jodi Picoult genre fiction
Absolute Power,David Baldacci,Excellent,4.15,genre fiction,12.74,Absolute Power David Baldacci genre fiction
Hot Six,Janet Evanovich,Excellent,4.18,genre fiction,3.99,Hot Six Janet Evanovich genre fiction
The Time Keeper,Mitch Albom,Intermediate,3.85,genre fiction,0.99,The Time Keeper Mitch Albom genre fiction
A Dirty Job,Christopher Moore,Excellent,4.08,nonfiction,0.99,A Dirty Job Christopher Moore nonfiction
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Excellent,4.24,genre fiction,0.99,Moneyball: The Art of Winning an Unfair Game Michael   Lewis genre fiction
The Amulet of Samarkand,Jonathan Stroud,Intermediate,3.99,genre fiction,0.99,The Amulet of Samarkand Jonathan Stroud genre fiction
I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",Intermediate,3.91,genre fiction,6.92,"I Am America (And So Can You!) Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell genre fiction"
The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Intermediate,3.85,children,6.94,"The One Minute Manager Kenneth H. Blanchard, Spencer Johnson children"
Exodus,Leon Uris,Excellent,4.33,genre fiction,11.49,Exodus Leon Uris genre fiction
Stones from the River,Ursula Hegi,Excellent,4.07,genre fiction,6.15,Stones from the River Ursula Hegi genre fiction
The Big Sleep,Raymond Chandler,Excellent,4.04,genre fiction,0.99,The Big Sleep Raymond Chandler genre fiction
Cannery Row ,John Steinbeck,Excellent,4.02,genre fiction,9.01,Cannery Row  John Steinbeck genre fiction
Seriously...I'm Kidding,Ellen DeGeneres,Intermediate,3.72,genre fiction,6.64,Seriously...I'm Kidding Ellen DeGeneres genre fiction
The Miserable Mill,"Lemony Snicket, Brett Helquist",Intermediate,3.83,genre fiction,10.99,"The Miserable Mill Lemony Snicket, Brett Helquist genre fiction"
The Snow Child,Eowyn Ivey,Intermediate,3.95,genre fiction,0.99,The Snow Child Eowyn Ivey genre fiction
Wait for You,"J. Lynn, Jennifer L. Armentrout",Excellent,4.19,genre fiction,3.99,"Wait for You J. Lynn, Jennifer L. Armentrout genre fiction"
The Last Straw,Jeff Kinney,Excellent,4.11,genre fiction,3.99,The Last Straw Jeff Kinney genre fiction
La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",Excellent,4.06,genre fiction,0.99,"La Divina Commedia Dante Alighieri, Allen Mandelbaum, Eugenio Montale genre fiction"
The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",Excellent,4.01,genre fiction,9.59,"The Tao of Pooh Benjamin Hoff, Ernest H. Shepard genre fiction"
Onyx,Jennifer L. Armentrout,Excellent,4.33,genre fiction,9.02,Onyx Jennifer L. Armentrout genre fiction
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Excellent,4.28,genre fiction,0.99,"Unravel Me (Shatter Me, #2) Tahereh Mafi genre fiction"
The Birth of Venus,Sarah Dunant,Intermediate,3.79,genre fiction,2.99,The Birth of Venus Sarah Dunant genre fiction
The Opal Deception,Eoin Colfer,Excellent,4.04,genre fiction,0.99,The Opal Deception Eoin Colfer genre fiction
Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",Intermediate,3.73,genre fiction,0.99,"Det som inte dÃ¶dar oss David Lagercrantz, Stieg Larsson, George Goulding genre fiction"
The Girls,Emma Cline,Novice,3.49,genre fiction,7.99,The Girls Emma Cline genre fiction
The Goose Girl,Shannon Hale,Excellent,4.18,genre fiction,0.99,The Goose Girl Shannon Hale genre fiction
Mystic River,Dennis Lehane,Excellent,4.19,genre fiction,8.99,Mystic River Dennis Lehane genre fiction
Warm Bodies,Isaac Marion,Intermediate,3.93,genre fiction,3.99,Warm Bodies Isaac Marion genre fiction
The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Intermediate,3.84,genre fiction,7.99,"The Prince and the Pauper Mark Twain, Everett H. Emerson genre fiction"
The Moon is a Harsh Mistress,Robert A. Heinlein,Excellent,4.17,genre fiction,7.69,The Moon is a Harsh Mistress Robert A. Heinlein genre fiction
The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",Excellent,4.17,genre fiction,0.99,"The Forty Rules of Love Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´ genre fiction"
High Five,Janet Evanovich,Excellent,4.17,children,5.55,High Five Janet Evanovich children
Joyland,Stephen King,Intermediate,3.9,genre fiction,0.99,Joyland Stephen King genre fiction
é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",Famous,4.42,genre fiction,0.99,"é€²æ’ƒã®å·¨äºº 1 Hajime Isayama, Sheldon Drzka genre fiction"
Tender Is the Night,F. Scott Fitzgerald,Intermediate,3.83,genre fiction,0.99,Tender Is the Night F. Scott Fitzgerald genre fiction
Cold Sassy Tree,Olive Ann Burns,Intermediate,3.99,genre fiction,7.99,Cold Sassy Tree Olive Ann Burns genre fiction
The Glass Menagerie,Tennessee Williams,Intermediate,3.67,nonfiction,0.99,The Glass Menagerie Tennessee Williams nonfiction
L'amica geniale,"Elena Ferrante, Ann Goldstein",Intermediate,3.88,nonfiction,7.67,"L'amica geniale Elena Ferrante, Ann Goldstein nonfiction"
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Intermediate,3.84,genre fiction,2.99,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich Timothy Ferriss genre fiction"
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,Intermediate,3.77,genre fiction,0.99,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny Robin S. Sharma genre fiction
Rules of Civility,Amor Towles,Intermediate,3.99,genre fiction,5.99,Rules of Civility Amor Towles genre fiction
Ringworld,Larry Niven,Intermediate,3.96,genre fiction,0.99,Ringworld Larry Niven genre fiction
Between Shades of Gray,Ruta Sepetys,Excellent,4.36,genre fiction,1.99,Between Shades of Gray Ruta Sepetys genre fiction
Frindle,"Andrew Clements, Brian Selznick",Intermediate,3.79,genre fiction,5.99,"Frindle Andrew Clements, Brian Selznick genre fiction"
Dog Days,Jeff Kinney,Excellent,4.14,genre fiction,3.99,Dog Days Jeff Kinney genre fiction
The Round House,Louise Erdrich,Intermediate,3.91,genre fiction,2.99,The Round House Louise Erdrich genre fiction
A Wind in the Door,Madeleine L'Engle,Excellent,4.07,genre fiction,2.99,A Wind in the Door Madeleine L'Engle genre fiction
Free Four: Tobias Tells the Divergent Story,Veronica Roth,Excellent,4.18,nonfiction,9.99,Free Four: Tobias Tells the Divergent Story Veronica Roth nonfiction
A Little Life,Hanya Yanagihara,Excellent,4.27,genre fiction,2.99,A Little Life Hanya Yanagihara genre fiction
"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",Excellent,4.12,genre fiction,0.99,"Y: The Last Man, Vol. 1: Unmanned Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr. genre fiction"
The Alloy of Law,Brandon Sanderson,Excellent,4.2,genre fiction,4.99,The Alloy of Law Brandon Sanderson genre fiction
Dead Reckoning,Charlaine Harris,Intermediate,3.77,nonfiction,0.99,Dead Reckoning Charlaine Harris nonfiction
The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Intermediate,3.9,genre fiction,6.59,"The Accidental Tourist Anne Tyler, Jennifer Bassett genre fiction"
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,Excellent,4.34,fiction,9.1,Aristotle and Dante Discover the Secrets of the Universe Benjamin Alire SÃ¡enz fiction
The Invisible Man,H.G. Wells,Intermediate,3.62,genre fiction,0.99,The Invisible Man H.G. Wells genre fiction
ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",Excellent,4.15,genre fiction,0.99,"ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando] Haruki Murakami, Alfred Birnbaum genre fiction"
Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",Intermediate,3.57,genre fiction,7.69,"Na margem do rio Piedra eu sentei e chorei Paulo Coelho, Alan R. Clarke genre fiction"
Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",Intermediate,3.92,genre fiction,2.99,"Der Schweizerische Robinson Johann David Wyss, Scott McKowen, Arthur Pober genre fiction"
Four Past Midnight,Stephen King,Intermediate,3.9,nonfiction,5.38,Four Past Midnight Stephen King nonfiction
The Marriage Bargain,Jennifer Probst,Intermediate,3.81,genre fiction,10.99,The Marriage Bargain Jennifer Probst genre fiction
Anne of Avonlea,L.M. Montgomery,Excellent,4.21,genre fiction,0.99,Anne of Avonlea L.M. Montgomery genre fiction
The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",Excellent,4.15,genre fiction,4.99,"The Little Engine That Could Watty Piper, Doris Hauman, George Hauman genre fiction"
We Are All Completely Beside Ourselves,Karen Joy Fowler,Intermediate,3.71,genre fiction,2.99,We Are All Completely Beside Ourselves Karen Joy Fowler genre fiction
Children of the Mind,Orson Scott Card,Intermediate,3.74,genre fiction,8.59,Children of the Mind Orson Scott Card genre fiction
Ulysses,James Joyce,Intermediate,3.74,genre fiction,0.99,Ulysses James Joyce genre fiction
Someone Like You,Sarah Dessen,Intermediate,3.94,nonfiction,2.99,Someone Like You Sarah Dessen nonfiction
Moloka'i,Alan Brennert,Excellent,4.15,nonfiction,7.99,Moloka'i Alan Brennert nonfiction
The Witching Hour,Anne Rice,Excellent,4.1,nonfiction,3.03,The Witching Hour Anne Rice nonfiction
This Present Darkness,Frank E. Peretti,Excellent,4.24,genre fiction,2.99,This Present Darkness Frank E. Peretti genre fiction
The Coincidence of Callie & Kayden,Jessica Sorensen,Excellent,4.21,genre fiction,0.99,The Coincidence of Callie & Kayden Jessica Sorensen genre fiction
Fates and Furies,Lauren Groff,Intermediate,3.56,genre fiction,7.31,Fates and Furies Lauren Groff genre fiction
Summer Sisters,Judy Blume,Intermediate,3.83,genre fiction,7.31,Summer Sisters Judy Blume genre fiction
Stuart Little,"E.B. White, Garth Williams",Intermediate,3.88,genre fiction,2.99,"Stuart Little E.B. White, Garth Williams genre fiction"
The Foundation Trilogy,Isaac Asimov,Excellent,4.39,fiction,8.99,The Foundation Trilogy Isaac Asimov fiction
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,Excellent,4.06,genre fiction,2.99,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory Brian Greene genre fiction"
The Austere Academy,"Lemony Snicket, Brett Helquist",Intermediate,3.97,genre fiction,0.99,"The Austere Academy Lemony Snicket, Brett Helquist genre fiction"
Seven Up,Janet Evanovich,Excellent,4.15,genre fiction,11.19,Seven Up Janet Evanovich genre fiction
The Awakening,Kelley Armstrong,Excellent,4.16,genre fiction,6.45,The Awakening Kelley Armstrong genre fiction
Death Masks,Jim Butcher,Excellent,4.32,children,5.55,Death Masks Jim Butcher children
Stellaluna,Janell Cannon,Excellent,4.22,genre fiction,0.99,Stellaluna Janell Cannon genre fiction
Before They Are Hanged,Joe Abercrombie,Excellent,4.27,genre fiction,0.99,Before They Are Hanged Joe Abercrombie genre fiction
Loving Frank,Nancy Horan,Intermediate,3.73,genre fiction,6.99,Loving Frank Nancy Horan genre fiction
Hard Eight,"Janet Evanovich, Lorelei King",Excellent,4.17,nonfiction,8.99,"Hard Eight Janet Evanovich, Lorelei King nonfiction"
The Vile Village,"Lemony Snicket, Brett Helquist",Intermediate,3.94,genre fiction,5.99,"The Vile Village Lemony Snicket, Brett Helquist genre fiction"
Sybil,Flora Rheta Schreiber,Intermediate,3.99,nonfiction,4.26,Sybil Flora Rheta Schreiber nonfiction
Cosmos,Carl Sagan,Excellent,4.35,nonfiction,9.59,Cosmos Carl Sagan nonfiction
Haunted: A Novel of Stories,Chuck Palahniuk,Intermediate,3.59,fiction,1.99,Haunted: A Novel of Stories Chuck Palahniuk fiction
The Shell Seekers,Rosamunde Pilcher,Excellent,4.13,genre fiction,4.99,The Shell Seekers Rosamunde Pilcher genre fiction
What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,Excellent,4.16,genre fiction,14.24,What Is the What: The Autobiography of Valentino Achak Deng Dave Eggers genre fiction
CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",Intermediate,3.95,genre fiction,9.56,"CrÃ³nica de una muerte anunciada Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa genre fiction"
A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",Excellent,4.22,nonfiction,2.99,"A Scandal in Bohemia Ronald Holt, Arthur Conan Doyle nonfiction"
Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",Excellent,4.02,children,7.39,"Killing Lincoln: The Shocking Assassination that Changed America Forever Bill O'Reilly, Martin Dugard children"
The Lowland,Jhumpa Lahiri,Intermediate,3.82,genre fiction,3.99,The Lowland Jhumpa Lahiri genre fiction
The Ruins of Gorlan,John Flanagan,Excellent,4.2,nonfiction,6.99,The Ruins of Gorlan John Flanagan nonfiction
Wintergirls,Laurie Halse Anderson,Intermediate,3.98,genre fiction,2.99,Wintergirls Laurie Halse Anderson genre fiction
The Brethren,John Grisham,Intermediate,3.71,fiction,7.99,The Brethren John Grisham fiction
Assassin's Quest,Robin Hobb,Excellent,4.18,genre fiction,3.99,Assassin's Quest Robin Hobb genre fiction
Rosemary's Baby,Ira Levin,Intermediate,3.96,genre fiction,4.99,Rosemary's Baby Ira Levin genre fiction
The Talisman,"Stephen King, Peter Straub",Excellent,4.12,nonfiction,1.99,"The Talisman Stephen King, Peter Straub nonfiction"
The Path of Daggers,Robert Jordan,Intermediate,3.9,genre fiction,1.99,The Path of Daggers Robert Jordan genre fiction
The Dharma Bums,Jack Kerouac,Intermediate,3.94,children,6.15,The Dharma Bums Jack Kerouac children
The Reckoning,Kelley Armstrong,Excellent,4.21,genre fiction,3.99,The Reckoning Kelley Armstrong genre fiction
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Intermediate,3.97,fiction,7.99,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity Katherine Boo fiction"
Mary Poppins,"P.L. Travers, Mary Shepard",Excellent,4.05,genre fiction,2.99,"Mary Poppins P.L. Travers, Mary Shepard genre fiction"
Red Seas Under Red Skies,Scott Lynch,Excellent,4.23,genre fiction,2.99,Red Seas Under Red Skies Scott Lynch genre fiction
The House on Mango Street,Sandra Cisneros,Intermediate,3.57,genre fiction,0.99,The House on Mango Street Sandra Cisneros genre fiction
City of Thieves,David Benioff,Excellent,4.28,genre fiction,1.99,City of Thieves David Benioff genre fiction
Halfway to the Grave,Jeaniene Frost,Excellent,4.18,genre fiction,1.99,Halfway to the Grave Jeaniene Frost genre fiction
The Twits,"Roald Dahl, Quentin Blake",Intermediate,3.94,genre fiction,7.31,"The Twits Roald Dahl, Quentin Blake genre fiction"
Abhorsen,Garth Nix,Excellent,4.29,nonfiction,12.99,Abhorsen Garth Nix nonfiction
The Beach House,"James Patterson, Peter de Jonge",Intermediate,3.82,genre fiction,3.99,"The Beach House James Patterson, Peter de Jonge genre fiction"
Eyes of the Dragon,Stephen King,Intermediate,3.92,nonfiction,5.99,Eyes of the Dragon Stephen King nonfiction
Children of Dune,Frank Herbert,Intermediate,3.9,genre fiction,0.99,Children of Dune Frank Herbert genre fiction
Leviathan Wakes,James S.A. Corey,Excellent,4.2,nonfiction,14.44,Leviathan Wakes James S.A. Corey nonfiction
Queen of Shadows,Sarah J. Maas,Famous,4.6,genre fiction,2.99,Queen of Shadows Sarah J. Maas genre fiction
Maus II : And Here My Troubles Began ,Art Spiegelman,Famous,4.41,nonfiction,4.99,Maus II : And Here My Troubles Began  Art Spiegelman nonfiction
The Snowy Day,Ezra Jack Keats,Excellent,4.13,genre fiction,10.0,The Snowy Day Ezra Jack Keats genre fiction
To the Nines,Janet Evanovich,Excellent,4.16,genre fiction,11.99,To the Nines Janet Evanovich genre fiction
Where We Belong,Emily Giffin,Intermediate,3.86,nonfiction,0.99,Where We Belong Emily Giffin nonfiction
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,Excellent,4.1,genre fiction,2.99,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus Richard   Preston genre fiction
ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",Intermediate,3.82,genre fiction,9.27,"ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito] Haruki Murakami, Philip Gabriel genre fiction"
The Signature of All Things,Elizabeth Gilbert,Intermediate,3.81,nonfiction,1.99,The Signature of All Things Elizabeth Gilbert nonfiction
"Eats, Shoots and Leaves",Lynne Truss,Intermediate,3.86,genre fiction,3.99,"Eats, Shoots and Leaves Lynne Truss genre fiction"
Dead Witch Walking,Kim Harrison,Excellent,4.04,nonfiction,2.99,Dead Witch Walking Kim Harrison nonfiction
An Echo in the Bone,Diana Gabaldon,Famous,4.42,genre fiction,11.89,An Echo in the Bone Diana Gabaldon genre fiction
Unearthly,Cynthia Hand,Excellent,4.06,genre fiction,1.99,Unearthly Cynthia Hand genre fiction
The Case for Christ,Lee Strobel,Excellent,4.1,genre fiction,6.83,The Case for Christ Lee Strobel genre fiction
Knife of Dreams,Robert Jordan,Excellent,4.12,genre fiction,2.99,Knife of Dreams Robert Jordan genre fiction
Hoot,Carl Hiaasen,Intermediate,3.81,genre fiction,4.99,Hoot Carl Hiaasen genre fiction
Ã†neis,"Virgil, Robert Fitzgerald",Intermediate,3.81,genre fiction,0.99,"Ã†neis Virgil, Robert Fitzgerald genre fiction"
This is How You Lose Her,Junot DÃ­az,Intermediate,3.75,nonfiction,5.38,This is How You Lose Her Junot DÃ­az nonfiction
ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",Intermediate,3.68,genre fiction,5.99,"ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku] Haruki Murakami, Jay Rubin genre fiction"
Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,Intermediate,3.97,genre fiction,7.69,Ishmael: An Adventure of the Mind and Spirit Daniel Quinn genre fiction
It's Not Summer Without You,Jenny Han,Excellent,4.14,genre fiction,2.99,It's Not Summer Without You Jenny Han genre fiction
Pushing the Limits,Katie McGarry,Excellent,4.08,genre fiction,3.99,Pushing the Limits Katie McGarry genre fiction
Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",Intermediate,3.85,genre fiction,0.99,"Quidditch Through the Ages Kennilworthy Whisp, J.K. Rowling genre fiction"
Miss Nelson Is Missing!,"Harry Allard, James  Marshall",Excellent,4.26,genre fiction,9.99,"Miss Nelson Is Missing! Harry Allard, James  Marshall genre fiction"
The Long Walk,"Richard Bachman, Stephen King",Excellent,4.11,nonfiction,3.99,"The Long Walk Richard Bachman, Stephen King nonfiction"
The Ersatz Elevator,"Lemony Snicket, Brett Helquist",Excellent,4.01,nonfiction,1.99,"The Ersatz Elevator Lemony Snicket, Brett Helquist nonfiction"
Messenger ,Lois Lowry,Intermediate,3.9,genre fiction,3.99,Messenger  Lois Lowry genre fiction
Lover Revealed,J.R. Ward,Excellent,4.3,genre fiction,5.99,Lover Revealed J.R. Ward genre fiction
'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",Excellent,4.25,genre fiction,6.64,"'Salem's Lot The Illustrated Edition Stephen King, Jerry N. Uelsmann genre fiction"
The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",Excellent,4.14,genre fiction,0.99,"The Mysterious Benedict Society Trenton Lee Stewart, Carson Ellis genre fiction"
God is Not Great: How Religion Poisons Everything,Christopher Hitchens,Intermediate,3.96,children,5.99,God is Not Great: How Religion Poisons Everything Christopher Hitchens children
"Never Too Far (Too Far, #2)",Abbi Glines,Excellent,4.21,genre fiction,0.99,"Never Too Far (Too Far, #2) Abbi Glines genre fiction"
State of Fear,Michael Crichton,Intermediate,3.69,genre fiction,0.99,State of Fear Michael Crichton genre fiction
The Statistical Probability of Love at First Sight,Jennifer E. Smith,Intermediate,3.8,genre fiction,0.99,The Statistical Probability of Love at First Sight Jennifer E. Smith genre fiction
The Golem's Eye,Jonathan Stroud,Excellent,4.09,nonfiction,6.99,The Golem's Eye Jonathan Stroud nonfiction
Still Life with Woodpecker,Tom Robbins,Excellent,4.04,genre fiction,2.99,Still Life with Woodpecker Tom Robbins genre fiction
Those Who Save Us,Jenna Blum,Excellent,4.12,genre fiction,0.99,Those Who Save Us Jenna Blum genre fiction
The Broker,John Grisham,Intermediate,3.77,genre fiction,0.99,The Broker John Grisham genre fiction
Across the Universe,Beth Revis,Intermediate,3.78,genre fiction,3.99,Across the Universe Beth Revis genre fiction
"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,Excellent,4.03,nonfiction,8.99,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth M. Scott Peck nonfiction"
Blood Rites,Jim Butcher,Excellent,4.33,nonfiction,8.98,Blood Rites Jim Butcher nonfiction
The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",Excellent,4.09,genre fiction,12.99,"The Boxcar Children Gertrude Chandler Warner, L. Kate Deal genre fiction"
The Silent Wife,A.S.A. Harrison,Novice,3.3,nonfiction,6.76,The Silent Wife A.S.A. Harrison nonfiction
How to Be a Woman,Caitlin Moran,Intermediate,3.73,genre fiction,2.99,How to Be a Woman Caitlin Moran genre fiction
A Court of Mist and Fury,Sarah J. Maas,Famous,4.72,genre fiction,9.99,A Court of Mist and Fury Sarah J. Maas genre fiction
Life,Keith Richards,Intermediate,3.84,genre fiction,7.99,Life Keith Richards genre fiction
Unaccustomed Earth,Jhumpa Lahiri,Excellent,4.11,genre fiction,3.99,Unaccustomed Earth Jhumpa Lahiri genre fiction
The Pilot's Wife,Anita Shreve,Intermediate,3.5,genre fiction,11.89,The Pilot's Wife Anita Shreve genre fiction
White Noise,Don DeLillo,Intermediate,3.86,genre fiction,4.99,White Noise Don DeLillo genre fiction
